ID,i,j,k,SD_emb,M_BE,FWHM_pc,xi_max,contrast,R_out_as,R_cloud_as,theta_bg,theta_int,R_peak_hires,R_exc_hires,R_int_hires,R_exc_bsl_hires,R_int_bsl_hires,R_ap2_hires,R_ap2_bsl_hires,R_ap3_hires,R_ap3_bsl_hires,theta_ap2,theta_ap3,R_peak_f1p6,R_exc_f1p6,R_int_f1p6,R_exc_bsl_f1p6,R_int_bsl_f1p6,R_ap2_f1p6,R_ap2_bsl_f1p6,R_ap3_f1p6,R_ap3_bsl_f1p6,R_peak_f1p35,R_exc_f1p35,R_int_f1p35,R_exc_bsl_f1p35,R_int_bsl_f1p35,R_ap2_f1p35,R_ap2_bsl_f1p35,R_ap3_f1p35,R_ap3_bsl_f1p35,R_peak_f1p2,R_exc_f1p2,R_int_f1p2,R_exc_bsl_f1p2,R_int_bsl_f1p2,R_ap2_f1p2,R_ap2_bsl_f1p2,R_ap3_f1p2,R_ap3_bsl_f1p2,R_peak_f1p1,R_exc_f1p1,R_int_f1p1,R_exc_bsl_f1p1,R_int_bsl_f1p1,R_ap2_f1p1,R_ap2_bsl_f1p1,R_ap3_f1p1,R_ap3_bsl_f1p1
783,3,29,19,1.5e+21,6.30957,0.25,5.141,3.742,199.784,5993.51,525.3,198,0.832902,0.778485,0.850064,0.76901,0.83011,0.841098,0.821473,0.832595,0.813301,396,499.035,0.990732,0.996924,0.896151,0.984791,0.875115,0.849219,0.829404,0.834799,0.815454,1.00314,1.01414,0.91402,1.00179,0.892565,0.850375,0.830533,0.840371,0.820897,1.00657,1.01907,0.921827,1.00667,0.900189,0.85257,0.832677,0.846143,0.826535,1.00901,1.02289,0.932199,1.01044,0.910317,0.86065,0.840569,0.858632,0.838735
784,3,30,14,1.5e+21,9.36329,0.0731778,45.4424,10.753,431.909,12957.3,525.3,66,0.560326,0.517453,0.704319,0.515688,0.697863,0.783913,0.768078,0.817842,0.790803,132,198,1.26905,1.29852,1.00614,1.2941,0.996917,0.884959,0.867083,0.84846,0.820409,1.2854,1.31675,1.02335,1.31226,1.01397,0.909518,0.891146,0.857865,0.829503,1.29337,1.32565,1.02946,1.32113,1.02003,0.916885,0.898364,0.855025,0.826757,1.2921,1.32443,1.03446,1.31991,1.02498,0.924534,0.905859,0.866265,0.837625
785,3,30,15,1.5e+21,9.36329,0.0935603,34.6088,9.424,400.659,12019.8,525.3,72,0.59758,0.552314,0.719264,0.550131,0.712292,0.793606,0.776933,0.824315,0.796095,144,216,1.3044,1.34262,1.00708,1.33732,0.997321,0.800803,0.783979,0.776148,0.749576,1.32387,1.36463,1.02511,1.35924,1.01517,0.824569,0.807245,0.781882,0.755114,1.32871,1.37018,1.03114,1.36477,1.02114,0.828553,0.811146,0.793341,0.766181,1.32891,1.37061,1.03645,1.36519,1.0264,0.838551,0.820934,0.799727,0.772348
786,3,30,16,1.5e+21,9.36329,0.11962,22.9013,7.71,353.017,10590.5,525.3,96,0.655071,0.60673,0.760758,0.603718,0.751238,0.820111,0.798004,0.841527,0.80591,192,288,1.31039,1.36197,0.979935,1.35521,0.967672,0.914964,0.8903,0.871621,0.83473,1.32382,1.37477,0.992616,1.36794,0.980194,0.926359,0.901388,0.846348,0.810528,1.32803,1.3798,1.00005,1.37295,0.987533,0.932951,0.907803,0.85374,0.817607,1.33813,1.39169,1.00817,1.38478,0.995554,0.943761,0.918321,0.860566,0.824143
787,3,30,17,1.5e+21,9.36329,0.152938,15.0971,6.245,310.971,9329.12,525.3,126,0.714497,0.663903,0.796541,0.659684,0.783874,0.840972,0.813427,0.845578,0.813254,252,378,1.18336,1.22483,0.948656,1.21704,0.93357,0.885071,0.856081,0.876439,0.842935,1.19938,1.24421,0.970623,1.2363,0.955188,0.90536,0.875706,0.886421,0.852536,1.20362,1.24581,0.969728,1.23789,0.954307,0.89182,0.862609,0.839663,0.807566,1.21191,1.25604,0.978074,1.24806,0.962521,0.903575,0.873979,0.847864,0.815453
788,3,30,18,1.5e+21,9.36329,0.195537,10.6025,5.123,285.254,8557.62,525.3,156,0.764619,0.712342,0.822281,0.70658,0.806479,0.850365,0.822999,0.846176,0.819008,312,468,1.13572,1.17663,0.921146,1.16712,0.903444,0.906676,0.877498,0.912141,0.882855,1.14228,1.18516,0.942079,1.17557,0.923975,0.914817,0.885377,0.915721,0.88632,1.15265,1.19838,0.950859,1.18868,0.932586,0.920487,0.890863,0.917772,0.888306,1.15652,1.19896,0.948392,1.18926,0.930166,0.896239,0.867396,0.847457,0.820248
789,3,30,19,1.5e+21,9.36329,0.25,7.5941,4.116,273.892,8216.77,525.3,198,0.816461,0.763907,0.847904,0.755731,0.827751,0.856983,0.831586,0.853779,0.828539,396,499.035,0.980858,0.98477,0.908842,0.97423,0.887241,0.886747,0.860468,0.891572,0.865215,0.994959,1.00397,0.926628,0.993221,0.904605,0.889818,0.863449,0.901069,0.874431,1.00227,1.01408,0.934512,1.00323,0.912301,0.895741,0.869196,0.906183,0.879394,1.00673,1.01442,0.927706,1.00356,0.905656,0.848934,0.823775,0.825291,0.800894
790,3,31,15,1.5e+21,13.895,0.0935603,53.1054,9.298,631.099,18933,525.3,78,0.605406,0.555072,0.719932,0.552847,0.712446,0.773909,0.75636,0.782723,0.753681,156,234,1.04101,1.04405,0.917565,1.03986,0.908025,0.851499,0.83219,0.78259,0.753553,1.05116,1.0556,0.936089,1.05137,0.926357,0.876971,0.857085,0.806916,0.776976,1.05404,1.05896,0.943382,1.05471,0.933573,0.882447,0.862437,0.813672,0.783481,1.05898,1.0647,0.950824,1.06043,0.940938,0.894366,0.874086,0.82101,0.790547
791,3,31,16,1.5e+21,13.895,0.11962,37.0009,7.719,575.036,17251.1,525.3,96,0.659458,0.607028,0.752446,0.60402,0.743154,0.797522,0.776213,0.802651,0.767658,192,288,1.49627,1.56946,0.940149,1.56168,0.928539,0.85312,0.830326,0.795722,0.761031,1.51263,1.58856,0.962804,1.58069,0.950915,0.870514,0.847255,0.804233,0.769171,1.51608,1.59272,0.970857,1.58483,0.958868,0.882479,0.8589,0.814027,0.778538,1.52102,1.5987,0.978033,1.59077,0.965955,0.890873,0.86707,0.822555,0.786694
792,3,31,17,1.5e+21,13.895,0.152938,25.6502,6.427,515.828,15474.8,525.3,120,0.710421,0.660668,0.792191,0.656612,0.780306,0.842108,0.815029,0.860492,0.816104,240,360,1.05993,1.07546,0.927957,1.06886,0.914034,0.81864,0.792315,0.812983,0.771046,1.07386,1.0925,0.949966,1.0858,0.935713,0.836588,0.809685,0.811904,0.770022,1.07914,1.09906,0.959422,1.09231,0.945028,0.847196,0.819953,0.815718,0.77364,1.08291,1.10399,0.968036,1.09722,0.953512,0.857127,0.829565,0.822888,0.78044
793,3,31,18,1.5e+21,13.895,0.195537,18.4015,5.448,465.826,13974.8,525.3,150,0.755154,0.70485,0.817846,0.699569,0.802873,0.859387,0.82615,0.871769,0.821985,300,450,1.01834,1.0274,0.911988,1.0197,0.895292,0.853073,0.820079,0.844683,0.796446,1.0404,1.05525,0.935646,1.04735,0.918517,0.871128,0.837436,0.855391,0.806542,1.04373,1.05977,0.944275,1.05183,0.926987,0.88022,0.846176,0.856971,0.808032,1.04855,1.06635,0.955327,1.05836,0.937838,0.88962,0.855213,0.863035,0.81375
794,3,31,19,1.5e+21,13.895,0.25,12.1715,4.387,416.417,12492.5,525.3,198,0.80621,0.755194,0.845709,0.747762,0.825814,0.874197,0.834628,0.874318,0.833935,396,499.035,0.967995,0.964189,0.88687,0.9547,0.866007,0.840252,0.80222,0.829001,0.790711,0.98687,0.989901,0.907125,0.980158,0.885785,0.861717,0.822714,0.850732,0.811438,0.993479,0.99914,0.916275,0.989306,0.89472,0.864651,0.825515,0.853728,0.814296,0.995472,1.00276,0.926536,0.992888,0.904739,0.87595,0.836302,0.867534,0.827464
795,3,32,17,1.5e+21,20.6199,0.152938,45.3446,6.756,855.915,25677.4,525.3,114,0.695254,0.632442,0.754883,0.628786,0.744195,0.767903,0.744479,0.737888,0.701092,228,342,2.93236,3.25904,0.894936,3.2402,0.882265,0.795395,0.771132,0.723564,0.687483,2.94689,3.27645,0.917782,3.25752,0.904788,0.813198,0.788393,0.72465,0.688514,2.95316,3.28404,0.925443,3.26506,0.91234,0.821985,0.796911,0.727502,0.691224,2.95811,3.29022,0.933908,3.27121,0.920685,0.832126,0.806743,0.734143,0.697534
796,3,32,18,1.5e+21,20.6199,0.195537,30.6989,5.532,769.407,23082.2,525.3,150,0.749797,0.682204,0.777083,0.677192,0.763037,0.766021,0.736219,0.709445,0.664658,300,450,1.5089,1.60901,0.856156,1.59719,0.840681,0.739971,0.711182,0.669791,0.627508,1.51981,1.62289,0.877924,1.61097,0.862055,0.748443,0.719324,0.671206,0.628834,1.52675,1.63173,0.887618,1.61974,0.871574,0.757048,0.727594,0.67359,0.631067,1.53272,1.63958,0.897149,1.62754,0.880932,0.767669,0.737802,0.678676,0.635831
797,3,32,19,1.5e+21,20.6199,0.25,20.9404,4.585,686.045,20581.3,525.3,192,0.798198,0.726714,0.790939,0.719962,0.773101,0.755034,0.718835,0.705327,0.659876,384,499.035,0.962061,0.935665,0.77984,0.926972,0.762252,0.689161,0.65612,0.636982,0.595936,0.970017,0.946712,0.79926,0.937917,0.781235,0.69411,0.660832,0.640464,0.599193,0.982114,0.962762,0.80808,0.953817,0.789856,0.698149,0.664678,0.644381,0.602858,0.986737,0.969521,0.817549,0.960513,0.799111,0.704005,0.670252,0.650127,0.608234
798,3,33,19,1.5e+21,30.5995,0.25,36.8295,4.776,1146.64,34399.2,525.3,186,0.784532,0.702885,0.766818,0.696698,0.750205,0.708313,0.67529,0.63587,0.593621,372,499.035,1.00662,0.986199,0.762947,0.977518,0.746418,0.672096,0.640762,0.606605,0.5663,1.02828,1.01444,0.7817,1.00551,0.764764,0.67558,0.644083,0.610636,0.570063,1.02887,1.01571,0.790757,1.00677,0.773625,0.68038,0.648659,0.61429,0.573475,1.03557,1.02497,0.801438,1.01595,0.784075,0.687549,0.655494,0.618895,0.577774
799,4,8,1,3e+21,0.00158489,0.003,0.5733,1.069,1.33038,39.9111,23.9467,18,0.715077,-1.56934,-2.44359,-1.32025,-2.43546,-1.60527,-1.60245,-1.60527,-1.60245,22.7493,22.7493,0.652042,-1.83191,-2.71545,-1.54114,-2.70642,-1.77751,-1.77439,-1.77751,-1.77439,0.674191,-1.73271,-2.65653,-1.45769,-2.64769,-1.73554,-1.73249,-1.73554,-1.73249,0.652234,-1.8155,-2.76214,-1.52734,-2.75295,-1.81042,-1.80724,-1.81042,-1.80724,0.642112,-1.87835,-2.78146,-1.58021,-2.77221,-1.81419,-1.81101,-1.81419,-1.81101
800,4,9,1,3e+21,0.00235195,0.003,0.7175,1.103,1.3585,40.7551,24.4531,18,0.677338,-1.06407,-2.10947,-0.940642,-2.10337,-1.44662,-1.44438,-1.44662,-1.44438,23.2304,23.2304,0.618617,-1.24793,-2.37418,-1.10318,-2.36732,-1.61329,-1.61079,-1.61329,-1.61079,0.638716,-1.18245,-2.30667,-1.04529,-2.3,-1.57239,-1.56995,-1.57239,-1.56995,0.618655,-1.23081,-2.40541,-1.08805,-2.39845,-1.63449,-1.63195,-1.63449,-1.63195,0.608962,-1.27424,-2.39957,-1.12644,-2.39263,-1.63627,-1.63373,-1.63627,-1.63373
801,4,9,2,3e+21,0.00235195,0.0038356,0.6073,1.102,1.73185,51.9557,27,18,0.757818,-1.02888,-2.2571,-0.846572,-2.24638,-1.26853,-1.26626,-1.26853,-1.26626,25.65,25.65,0.691878,-1.2881,-2.65407,-1.05986,-2.64147,-1.46754,-1.46492,-1.46754,-1.46492,0.709219,-1.24837,-2.56918,-1.02717,-2.55699,-1.41389,-1.41136,-1.41389,-1.41136,0.680184,-1.34354,-2.68924,-1.10548,-2.67647,-1.49292,-1.49026,-1.49292,-1.49026,0.686597,-1.28803,-2.72315,-1.0598,-2.71023,-1.4995,-1.49682,-1.4995,-1.49682
802,4,9,3,3e+21,0.00235195,0.00490394,0.5175,1.101,2.21227,66.3685,27,18,0.821698,-0.714888,-1.71012,-0.527587,-1.69679,-0.975614,-0.972724,-0.975614,-0.972724,25.65,25.65,0.762115,-0.932444,-2.07847,-0.688143,-2.06228,-1.15796,-1.15453,-1.15796,-1.15453,0.786092,-0.828603,-1.93132,-0.611508,-1.91628,-1.08545,-1.08223,-1.08545,-1.08223,0.750348,-0.988673,-2.11502,-0.72964,-2.09854,-1.20338,-1.19982,-1.20338,-1.19982,0.740968,-1.10045,-2.26114,-0.812131,-2.24353,-1.25158,-1.24787,-1.25158,-1.24787
803,4,10,1,3e+21,0.00349025,0.003,0.9008,1.153,1.39615,41.8841,25.1305,18,0.630247,-0.727583,-1.77527,-0.666251,-1.77095,-1.31282,-1.31103,-1.31282,-1.31103,23.8739,23.8739,0.574086,-0.859787,-1.98565,-0.78731,-1.98081,-1.44809,-1.44611,-1.44809,-1.44611,0.593158,-0.815636,-1.94779,-0.74688,-1.94304,-1.43214,-1.43019,-1.43214,-1.43019,0.574877,-0.851106,-2.03688,-0.77936,-2.03191,-1.48829,-1.48626,-1.48829,-1.48626,0.565977,-0.880029,-2.02791,-0.805846,-2.02297,-1.48449,-1.48246,-1.48449,-1.48246
804,4,10,2,3e+21,0.00349025,0.0038356,0.7582,1.152,1.77531,53.2588,27,18,0.723378,-0.64721,-1.73552,-0.562434,-1.72861,-1.12051,-1.11859,-1.12051,-1.11859,25.65,25.65,0.66049,-0.824711,-2.04511,-0.716684,-2.03696,-1.29625,-1.29403,-1.29625,-1.29403,0.678304,-0.795587,-1.98704,-0.691375,-1.97912,-1.25847,-1.25631,-1.25847,-1.25631,0.649822,-0.864351,-2.08634,-0.751132,-2.07802,-1.32826,-1.32597,-1.32826,-1.32597,0.655601,-0.829674,-2.12182,-0.720997,-2.11336,-1.34074,-1.33844,-1.34074,-1.33844
805,4,10,3,3e+21,0.00349025,0.00490394,0.6454,1.15,2.24623,67.3872,27,18,0.796001,-0.444981,-1.32092,-0.357717,-1.31244,-0.866066,-0.863651,-0.866066,-0.863651,25.65,25.65,0.74389,-0.559618,-1.65503,-0.449873,-1.6444,-1.05615,-1.0532,-1.05615,-1.0532,0.751753,-0.61477,-1.52653,-0.494209,-1.51672,-1.00172,-0.998931,-1.00172,-0.998931,0.731744,-0.60103,-1.66995,-0.483163,-1.65922,-1.07622,-1.07322,-1.07622,-1.07322,0.722691,-0.67123,-1.71658,-0.539597,-1.70555,-1.11108,-1.10798,-1.11108,-1.10798
806,4,10,4,3e+21,0.00349025,0.00626986,0.562,1.148,2.77773,83.3325,27,18,0.843044,-0.310028,-1.07456,-0.225193,-1.06396,-0.715113,-0.712039,-0.715113,-0.712039,25.65,25.65,0.791971,-0.473695,-1.28191,-0.344074,-1.26926,-0.857846,-0.854159,-0.857846,-0.854159,0.811334,-0.426377,-1.29182,-0.309704,-1.27908,-0.853923,-0.850253,-0.853923,-0.850253,0.775547,-0.561774,-1.31783,-0.408051,-1.30483,-0.838139,-0.834537,-0.838139,-0.834537,0.781649,-0.492885,-1.36258,-0.358013,-1.34914,-0.891285,-0.887454,-0.891285,-0.887454
807,4,11,1,3e+21,0.00517947,0.003,1.1553,1.226,1.41462,42.4384,25.4631,18,0.564973,-0.479332,-1.37498,-0.451244,-1.37235,-1.04004,-1.03894,-1.04004,-1.03894,24.1899,24.1899,0.517359,-0.563491,-1.55048,-0.530471,-1.54752,-1.16048,-1.15926,-1.16048,-1.15926,0.534562,-0.535693,-1.51659,-0.504301,-1.5137,-1.13136,-1.13016,-1.13136,-1.13016,0.517779,-0.556699,-1.57437,-0.524077,-1.57137,-1.17763,-1.17639,-1.17763,-1.17639,0.509965,-0.578269,-1.58216,-0.544383,-1.57915,-1.18583,-1.18457,-1.18583,-1.18457
808,4,11,2,3e+21,0.00517947,0.0038356,0.9735,1.225,1.77277,53.1825,27,18,0.666482,-0.417748,-1.31253,-0.379949,-1.30854,-0.981238,-0.979755,-0.981238,-0.979755,25.65,25.65,0.616637,-0.513111,-1.59601,-0.466683,-1.59116,-1.16493,-1.16317,-1.16493,-1.16317,0.632915,-0.47604,-1.45007,-0.432966,-1.44566,-1.07732,-1.07569,-1.07732,-1.07569,0.606025,-0.539033,-1.59823,-0.490259,-1.59337,-1.17404,-1.17227,-1.17404,-1.17227,0.597672,-0.570181,-1.61487,-0.518589,-1.60996,-1.19324,-1.19144,-1.19324,-1.19144
809,4,11,3,3e+21,0.00517947,0.00490394,0.8218,1.223,2.24031,67.2092,27,18,0.753814,-0.281348,-0.993814,-0.242304,-0.988941,-0.755186,-0.753336,-0.755186,-0.753336,25.65,25.65,0.699932,-0.392393,-1.26208,-0.337939,-1.25589,-0.925527,-0.92326,-0.925527,-0.92326,0.723617,-0.333015,-1.16781,-0.286802,-1.16208,-0.84999,-0.847909,-0.84999,-0.847909,0.688444,-0.425008,-1.28586,-0.366028,-1.27956,-0.970899,-0.968521,-0.970899,-0.968521,0.679743,-0.456224,-1.27922,-0.392912,-1.27294,-0.938936,-0.936637,-0.938936,-0.936637
810,4,11,4,3e+21,0.00517947,0.00626986,0.6996,1.219,2.83123,84.9367,27,18,0.818115,-0.176208,-0.780858,-0.139788,-0.774701,-0.606143,-0.60375,-0.606143,-0.60375,25.65,25.65,0.760051,-0.356436,-0.943047,-0.282766,-0.93561,-0.700776,-0.698009,-0.700776,-0.698009,0.779932,-0.325042,-0.967136,-0.257861,-0.959509,-0.724927,-0.722065,-0.724927,-0.722065,0.759917,-0.306948,-1.02655,-0.243507,-1.01846,-0.757888,-0.754896,-0.757888,-0.754896,0.749261,-0.397286,-1.10029,-0.315173,-1.09162,-0.849129,-0.845777,-0.849129,-0.845777
811,4,11,5,3e+21,0.00517947,0.00801622,0.5989,1.213,3.59531,107.86,27,18,0.807057,0.224521,0.0791532,0.195496,0.0778482,-0.0307197,-0.0303601,-0.0307197,-0.0303601,25.65,25.65,0.736331,-0.013276,-0.117404,-0.0115598,-0.115468,-0.201947,-0.199583,-0.201947,-0.199583,0.723789,-0.0330294,-0.162916,-0.0287595,-0.16023,-0.243711,-0.240858,-0.243711,-0.240858,0.731056,-0.0183529,-0.138441,-0.0159803,-0.136158,-0.23804,-0.235254,-0.23804,-0.235254,0.719409,-0.0257209,-0.174001,-0.0223958,-0.171132,-0.265891,-0.262779,-0.265891,-0.262779
812,4,11,6,3e+21,0.00517947,0.010249,0.5116,1.203,4.64615,139.384,27,18,0.827077,0.348774,0.338918,0.303448,0.329058,0.240777,0.235168,0.240777,0.235168,25.65,25.65,11.5532,59.4216,2.10844,51.6992,2.0471,1.60439,1.56701,1.60439,1.56701,11.4373,58.757,2.04394,51.121,1.98447,1.52996,1.49431,1.52996,1.49431,11.4642,58.9208,2.07049,51.2635,2.01025,1.57535,1.53864,1.57535,1.53864,11.3416,58.2579,2.03365,50.6868,1.97448,1.52362,1.48812,1.52362,1.48812
813,4,12,1,3e+21,0.00768625,0.003,1.4941,1.336,1.44935,43.4803,26.0882,18,0.493251,-0.319359,-1.0579,-0.306349,-1.05637,-0.914132,-0.913325,-0.914132,-0.913325,24.7838,24.7838,0.450337,-0.384544,-1.21233,-0.368878,-1.21056,-1.03701,-1.0361,-1.03701,-1.0361,0.465189,-0.36418,-1.17566,-0.349344,-1.17395,-1.00307,-1.00219,-1.00307,-1.00219,0.450797,-0.378909,-1.22626,-0.363473,-1.22448,-1.04838,-1.04745,-1.04838,-1.04745,0.444052,-0.392224,-1.22676,-0.376246,-1.22498,-1.05198,-1.05105,-1.05198,-1.05105
814,4,12,2,3e+21,0.00768625,0.0038356,1.2442,1.334,1.81423,54.4271,27,18,0.604749,-0.254971,-0.920156,-0.238642,-0.918008,-0.799047,-0.797977,-0.799047,-0.797977,25.65,25.65,0.547692,-0.359069,-1.13605,-0.336073,-1.1334,-0.96082,-0.959532,-0.96082,-0.959532,0.575813,-0.291776,-1.03089,-0.27309,-1.02848,-0.891619,-0.890424,-0.891619,-0.890424,0.550324,-0.340085,-1.15426,-0.318305,-1.15157,-0.98455,-0.98323,-0.98455,-0.98323,0.543172,-0.359525,-1.1585,-0.336501,-1.15579,-0.997771,-0.996434,-0.997771,-0.996434
815,4,12,3,3e+21,0.00768625,0.00490394,1.0424,1.33,2.28262,68.4788,27,18,0.70472,-0.166162,-0.695569,-0.149619,-0.692957,-0.614454,-0.613128,-0.614454,-0.613128,25.65,25.65,0.658653,-0.224375,-0.884332,-0.202038,-0.881012,-0.7598,-0.758161,-0.7598,-0.758161,0.667346,-0.237771,-0.809558,-0.2141,-0.806518,-0.703298,-0.701781,-0.703298,-0.701781,0.647373,-0.247397,-0.908239,-0.222768,-0.904829,-0.792129,-0.79042,-0.792129,-0.79042,0.63898,-0.280628,-0.944136,-0.25269,-0.94059,-0.810423,-0.808674,-0.810423,-0.808674
816,4,12,4,3e+21,0.00768625,0.00626986,0.8741,1.324,2.9075,87.2248,27,18,0.785257,-0.0909992,-0.532423,-0.0769631,-0.529142,-0.484282,-0.482567,-0.484282,-0.482567,25.65,25.65,0.734778,-0.196922,-0.649405,-0.166548,-0.645403,-0.562524,-0.560532,-0.562524,-0.560532,0.755291,-0.151383,-0.593759,-0.128033,-0.5901,-0.540529,-0.538615,-0.540529,-0.538615,0.733648,-0.165678,-0.665628,-0.140124,-0.661526,-0.587061,-0.584983,-0.587061,-0.584983,0.722959,-0.231867,-0.739832,-0.196102,-0.735273,-0.671158,-0.668782,-0.671158,-0.668782
817,4,12,5,3e+21,0.00768625,0.00801622,0.7444,1.315,3.67354,110.207,27,18,0.759929,0.217888,0.162124,0.197933,0.160158,0.0719737,0.071293,0.0719737,0.071293,25.65,25.65,0.690863,0.0407189,-0.0401139,0.0369897,-0.0396275,-0.0978704,-0.0969448,-0.0978704,-0.0969448,0.678309,0.0198035,-0.0672353,0.0179898,-0.06642,-0.130565,-0.12933,-0.130565,-0.12933,0.669982,0.0229253,-0.101911,0.0208257,-0.100675,-0.162602,-0.161064,-0.162602,-0.161064,0.67376,0.0212163,-0.0630641,0.0192732,-0.0622994,-0.128337,-0.127123,-0.128337,-0.127123
818,4,12,6,3e+21,0.00768625,0.010249,0.6317,1.3,4.73577,142.073,27,18,0.784034,0.326653,0.371112,0.296779,0.363345,0.310735,0.305184,0.310735,0.305184,25.65,25.65,1.93643,5.13906,7.46989,4.66908,7.31357,6.30108,6.1885,6.30108,6.1885,1.94366,5.1681,7.55717,4.69545,7.39902,6.41851,6.30383,6.41851,6.30383,1.94539,5.17075,7.54056,4.69787,7.38276,6.35842,6.24482,6.35842,6.24482,1.9376,5.15456,7.48566,4.68315,7.32901,6.32409,6.2111,6.32409,6.2111
819,4,12,7,3e+21,0.00768625,0.0131037,0.5578,1.282,5.80681,174.204,27,18,0.816948,0.3749,0.445207,0.332754,0.431161,0.39741,0.386447,0.39741,0.386447,25.65,25.65,1.04209,1.62883,16.2109,1.44572,15.6995,14.035,13.6478,14.035,13.6478,1.02179,1.63337,15.7909,1.44975,15.2927,13.678,13.3006,13.678,13.3006,1.03252,1.64026,15.9859,1.45587,15.4816,13.8921,13.5089,13.8921,13.5089,1.02601,1.62933,15.8762,1.44616,15.3753,13.748,13.3687,13.748,13.3687
820,4,13,1,3e+21,0.0114062,0.003,1.9422,1.499,1.52373,45.7116,27,18,0.424213,-0.203224,-0.765863,-0.197328,-0.76501,-0.760723,-0.760164,-0.760723,-0.760164,25.65,25.65,0.390745,-0.245463,-0.898194,-0.238341,-0.897195,-0.880607,-0.87996,-0.880607,-0.87996,0.394183,-0.246875,-0.862245,-0.239712,-0.861285,-0.851737,-0.851111,-0.851737,-0.851111,0.382349,-0.257263,-0.901574,-0.249799,-0.90057,-0.881275,-0.880628,-0.881275,-0.880628,0.385286,-0.249483,-0.902128,-0.242244,-0.901124,-0.879101,-0.878455,-0.879101,-0.878455
821,4,13,2,3e+21,0.0114062,0.0038356,1.6118,1.495,1.87119,56.1353,27,18,0.534,-0.14612,-0.602791,-0.139554,-0.60174,-0.605395,-0.604701,-0.605395,-0.604701,25.65,25.65,0.492774,-0.196245,-0.749736,-0.187426,-0.748429,-0.737662,-0.736817,-0.737662,-0.736817,0.507051,-0.178585,-0.705778,-0.170559,-0.704548,-0.70053,-0.699728,-0.70053,-0.699728,0.483964,-0.207612,-0.750409,-0.198282,-0.749102,-0.733452,-0.732612,-0.733452,-0.732612,0.477532,-0.222952,-0.778954,-0.212933,-0.777596,-0.765165,-0.764289,-0.765165,-0.764289
822,4,13,3,3e+21,0.0114062,0.00490394,1.338,1.49,2.33562,70.0688,27,18,0.642775,-0.0924205,-0.458949,-0.0859157,-0.457668,-0.468813,-0.467956,-0.468813,-0.467956,25.65,25.65,0.590142,-0.171398,-0.611809,-0.159334,-0.610102,-0.600238,-0.599141,-0.600238,-0.599141,0.611908,-0.13405,-0.549639,-0.124615,-0.548105,-0.552133,-0.551124,-0.552133,-0.551124,0.592081,-0.147335,-0.625333,-0.136966,-0.623589,-0.626203,-0.625059,-0.626203,-0.625059,0.5844,-0.16823,-0.638773,-0.156389,-0.636991,-0.627685,-0.626538,-0.627685,-0.626538
823,4,13,4,3e+21,0.0114062,0.00626986,1.1189,1.481,2.93412,88.0229,27,18,0.734683,-0.0425923,-0.348628,-0.0379499,-0.347064,-0.369803,-0.368719,-0.369803,-0.368719,25.65,25.65,0.696446,-0.0833388,-0.474893,-0.0742552,-0.472762,-0.487384,-0.485956,-0.487384,-0.485956,0.701313,-0.11729,-0.446749,-0.104506,-0.444745,-0.449547,-0.44823,-0.449547,-0.44823,0.680106,-0.139491,-0.520511,-0.124287,-0.518176,-0.536317,-0.534745,-0.536317,-0.534745,0.684802,-0.09501,-0.48022,-0.0846543,-0.478066,-0.475573,-0.47418,-0.475573,-0.47418
824,4,13,5,3e+21,0.0114062,0.00801622,0.9433,1.467,3.70146,111.043,27,18,0.696058,0.195962,0.194457,0.183492,0.192798,0.132557,0.131612,0.132557,0.131612,25.65,25.65,0.616653,0.0182825,0.00799606,0.017119,0.00792783,-0.055599,-0.0552026,-0.055599,-0.0552026,0.605022,0.00493039,-0.00734029,0.00461664,-0.00727766,-0.0591536,-0.0587319,-0.0591536,-0.0587319,0.597003,0.00749766,-0.023334,0.00702054,-0.0231349,-0.0631961,-0.0627456,-0.0631961,-0.0627456,0.600523,0.00441133,-0.0147839,0.00413061,-0.0146577,-0.0594018,-0.0589784,-0.0594018,-0.0589784
825,4,13,6,3e+21,0.0114062,0.010249,0.8019,1.446,4.68508,140.552,27,18,0.721676,0.288475,0.359993,0.270421,0.354958,0.328911,0.324816,0.328911,0.324816,25.65,25.65,1.54094,2.86979,1.87559,2.69019,1.84936,1.6312,1.61089,1.6312,1.61089,1.54738,2.88738,1.89792,2.70667,1.87138,1.66986,1.64906,1.66986,1.64906,1.54848,2.89091,1.88266,2.70998,1.85633,1.64453,1.62405,1.64453,1.62405,1.54202,2.8798,1.87854,2.69956,1.85227,1.63396,1.61362,1.63396,1.61362
826,4,13,7,3e+21,0.0114062,0.0131037,0.6893,1.415,5.91785,177.536,27,18,0.769009,0.337707,0.433153,0.310799,0.423484,0.4154,0.40698,0.4154,0.40698,25.65,25.65,1.00034,1.29001,1.54506,1.18722,1.51057,1.39479,1.36652,1.39479,1.36652,0.979276,1.28023,1.53595,1.17822,1.50166,1.40647,1.37796,1.40647,1.37796,0.976848,1.24334,1.54644,1.14428,1.51192,1.38947,1.36131,1.38947,1.36131,0.983892,1.28033,1.53536,1.17832,1.50108,1.40239,1.37397,1.40239,1.37397
