! Calibration harvest for the correction of hires surface density images.
! One block per model node.  The header line of a block gives the node name and
! log10 of the background surface density in cm^-2; the following lines give
! log10 of the contrast, the median of the factor that restores the true
! surface density, and the number of pixels.
! Opacity used: kappa_0 = 9.3057882 cm^2 per gram of dust at 1000 GHz.
!
NODE additional/01              22.97261
       1.2125     1.15035        16
       1.2375     1.04538        40
       1.2875     1.10537        24
       1.3125     1.05035        32
       1.3375     1.09423        24
       1.3625     1.02208        24
       1.3875     1.08540        44
       1.4125     1.04626        16
       1.4375     1.01886        24
       1.4625     1.02988        28
       1.4875     1.04462        24
       1.5125     1.03389        48
       1.5375     1.06121        36
       1.5625     1.02019        32
       1.5875     1.02113        16
       1.6125     1.01589        32
       1.6375     1.01473        36
       1.6625     1.03071        24
       1.6875     1.01371        44
       1.7125     1.00545        40
       1.7375     1.01343        16
       1.7625     1.01417        32
       1.7875     1.00854        64
       1.8125     1.00788        24
       1.8375     1.00572        24
       1.8625     1.00558        56
       1.8875     1.00990        36
       1.9125     1.00413        40
       1.9375     1.00485        28
       1.9625     1.00581        48
       1.9875     1.00416        52
       2.0125     1.00379        32
       2.0375     1.00384        44
       2.0625     1.00420        52
       2.0875     1.00394        40
       2.1125     1.00392        48
       2.1375     1.00390        56
       2.1625     1.00401        48
       2.1875     1.00415        60
NODE i01j12k04                  18.72250
       0.0125     2.51594       112
       0.0375     2.10682         8
       0.1125     1.56462         8
       0.1375     2.22506         8
       0.1625     1.77806        16
       0.1875     1.40702         8
       0.2375     2.01678         8
       0.2625     1.42639         8
       0.2875     1.72421         8
       0.3125     1.53804         8
       0.3375     1.57348        16
       0.3625     1.22068         8
       0.3875     1.33548         8
       0.4125     1.52466        16
       0.4375     1.74256         8
       0.4625     1.21419         8
       0.4875     1.33428        16
       0.5125     1.37058        28
       0.5625     1.16829         8
       0.5875     1.51563        16
       0.6125     1.22542        24
       0.6375     1.30401        16
       0.6625     1.26562        16
       0.6875     1.23361        16
       0.7125     1.35175        24
       0.7375     1.05803        12
       0.7625     1.20407        32
       0.7875     1.31790        24
       0.8125     1.04390         8
       0.8375     1.18031        48
       0.8625     1.37470         8
       0.8875     1.26875        40
       0.9125     1.12967        60
       0.9375     1.17598        28
       0.9625     1.11586        24
       0.9875     1.09564        32
       1.0125     1.10511        40
       1.0375     1.13523        32
       1.0625     1.11938        48
       1.0875     1.09778        40
       1.1125     1.05616        40
       1.1375     1.04944        32
       1.1625     1.05228        56
       1.1875     1.11249        44
       1.2125     1.01945        52
       1.2375     1.04659        24
       1.2625     1.02278        64
       1.2875     1.04202        60
       1.3125     1.01060        40
       1.3375     1.01568        52
       1.3625     1.02319        76
       1.3875     1.01227        48
       1.4125     1.00690        68
       1.4375     1.01319        76
       1.4625     1.00700        56
       1.4875     1.00864        92
       1.5125     1.00538        52
       1.5375     1.00636        92
       1.5625     1.00422        68
       1.5875     1.00500       100
       1.6125     1.00402       112
       1.6375     1.00383        88
       1.6625     1.00390       104
       1.6875     1.00406       136
       1.7125     1.00465       156
       1.7375     1.00561       136
       1.7625     1.00827       172
       1.7875     1.01457       156
       1.8125     1.02931       144
       1.8375     1.05272       100
       1.8625     1.08442        80
       1.8875     1.11965        60
       1.9125     1.14876        37
NODE i01j12k05                  19.41547
       0.0125     1.89768        80
       0.0625     1.50911         8
       0.0875     1.57240         8
       0.1125     1.40814        12
       0.1625     1.41062         8
       0.1875     1.49082         8
       0.2125     1.31139         8
       0.2375     1.30341        16
       0.2625     1.43097         8
       0.2875     1.24826         8
       0.3125     1.29642        24
       0.3625     1.20623         8
       0.3875     1.26263        24
       0.4125     1.12752         8
       0.4375     1.23577        24
       0.4625     1.12414         8
       0.4875     1.15853        36
       0.5125     1.18787        16
       0.5375     1.14311        24
       0.5625     1.09496        24
       0.5875     1.15608        32
       0.6125     1.08602        36
       0.6375     1.16023        24
       0.6625     1.09542        48
       0.6875     1.08934        48
       0.7125     1.10012        44
       0.7375     1.09484        72
       0.7625     1.12829        72
       0.7875     1.07444        88
       0.8125     1.05745        96
       0.8375     1.05433       108
       0.8625     1.03499        84
       0.8875     1.03401       132
       0.9125     1.03067       144
       0.9375     1.01324       116
       0.9625     1.01244       172
       0.9875     1.00812       176
       1.0125     1.00583       236
       1.0375     1.00438       248
       1.0625     1.00393       276
       1.0875     1.00439       316
       1.1125     1.00759       288
       1.1375     1.01886       196
       1.1625     1.04015       116
       1.1875     1.06444        80
       1.2125     1.09038        60
       1.2375     1.11166        37
NODE i01j12k06                  20.15185
       0.0125     1.24983        68
       0.0375     1.15388        16
       0.0625     1.15227        16
       0.0875     1.11673        28
       0.1125     1.09857        32
       0.1375     1.09119        44
       0.1625     1.06530        48
       0.1875     1.05501        68
       0.2125     1.04546       124
       0.2375     1.02995       148
       0.2625     1.03072       264
       0.2875     1.01751       328
       0.3125     1.00865       412
       0.3375     1.00503       476
       0.3625     1.00388       564
       0.3875     1.00466       532
       0.4125     1.01255       260
       0.4375     1.02932       116
       0.4625     1.04625        80
       0.4875     1.05977        52
       0.5125     1.07509        45
NODE i01j12k07                  20.41460
       0.0125     1.04716       128
       0.0375     1.02439       176
       0.0625     1.01522       344
       0.0875     1.00900       772
       0.1125     1.00410       948
       0.1375     1.00414       836
       0.1625     1.01113       240
       0.1875     1.02261       116
       0.2125     1.03321        64
       0.2375     1.04331        60
       0.2625     1.05179        37
NODE i01j13k01                  16.60698
       0.0125     6.66795        72
       0.1125     6.33379         8
       0.1625     4.58020         8
       0.2375     2.05345         8
       0.3125     2.64271        16
       0.3375     1.66640         8
       0.3625     4.36837         8
       0.4375     3.24332         8
       0.5125     1.62807         8
       0.5375     4.33367         8
       0.5625     2.85413        16
       0.5875     2.94533        16
       0.6375     2.56127        28
       0.7125     2.85452         8
