! Calibration harvest for the correction of hires surface density images.
! One block per model node.  The header line of a block gives the node name and
! log10 of the background surface density in cm^-2; the following lines give
! log10 of the contrast, the median of the factor that restores the true
! surface density, and the number of pixels.
! Opacity used: kappa_0 = 9.3057882 cm^2 per gram of dust at 1000 GHz.
!
NODE i01j01k01                  14.19464
       0.8625     1.18289         8
       0.8875     1.18987        28
       0.9125     1.17380        16
       0.9375     1.18709        16
       0.9625     1.20162        24
       0.9875     1.20094        16
       1.0125     1.18788        24
       1.0375     1.21428        24
       1.0625     1.21609        36
       1.0875     1.21140        24
       1.1125     1.23595        24
       1.1375     1.22114        40
       1.1625     1.23950        24
       1.1875     1.23871        52
       1.2125     1.24997        40
       1.2375     1.25251        48
       1.2625     1.24886        56
       1.2875     1.25705        56
       1.3125     1.26497        64
       1.3375     1.28211        56
       1.3625     1.29747        80
       1.3875     1.30099        68
       1.4125     1.32636        76
       1.4375     1.33702        84
       1.4625     1.35581        72
       1.4875     1.37563       104
       1.5125     1.39548       104
       1.5375     1.41913        88
       1.5625     1.43979       132
       1.5875     1.47093       120
       1.6125     1.50210       148
       1.6375     1.53899       152
       1.6625     1.57833       200
       1.6875     1.63063       232
       1.7125     1.68362       300
       1.7375     1.73951       340
       1.7625     1.78584       340
       1.7875     1.82097        61
NODE i07j09k03                  21.14013
       0.0125     1.11536        60
       0.0875     1.14131        24
       0.1625     1.14854         8
       0.1875     1.15691        20
       0.2375     1.15792         8
       0.2625     1.16878        16
       0.2875     1.17373         8
       0.3125     1.16708         8
       0.3375     1.18042        16
       0.3625     1.18998        12
       0.3875     1.17751         8
       0.4125     1.19716        24
       0.4375     1.19830        16
       0.4625     1.19838         8
       0.4875     1.21805        36
       0.5125     1.20924         8
       0.5375     1.22253        24
       0.5625     1.24095        24
       0.5875     1.22654        16
       0.6125     1.25656        36
       0.6375     1.24862        24
       0.6625     1.26738        48
       0.6875     1.25652        24
       0.7125     1.28919        52
       0.7375     1.28990        48
       0.7625     1.30668        56
       0.7875     1.32167        60
       0.8125     1.33165        64
       0.8375     1.34495        80
       0.8625     1.35517       136
       0.8875     1.39488       112
       0.9125     1.41826       144
       0.9375     1.45185       164
       0.9625     1.48908       200
       0.9875     1.53737       228
       1.0125     1.58273       252
       1.0375     1.63100       312
       1.0625     1.68530       388
       1.0875     1.73638       444
       1.1125     1.78421       444
       1.1375     1.82019        61
NODE i07j09k04                  21.76672
       0.0125     1.20860        60
       0.0375     1.24732        16
       0.0625     1.24770         8
       0.0875     1.26871        28
       0.1125     1.27480         8
       0.1375     1.29257        24
       0.1625     1.30953        36
       0.1875     1.30778        16
       0.2125     1.32757        40
       0.2375     1.34198        44
       0.2625     1.36492        48
       0.2875     1.40408        84
       0.3125     1.42344        84
       0.3375     1.45816       132
       0.3625     1.49254       188
       0.3875     1.54614       308
       0.4125     1.58452       584
       0.4375     1.66449       588
       0.4625     1.72426       656
       0.4875     1.77781       668
       0.5125     1.81579       101
NODE i07j09k05                  22.12493
       0.0125     1.36194       128
       0.0375     1.45868       132
       0.0625     1.54425       336
       0.0875     1.62523      1068
       0.1125     1.72878      1180
       0.1375     1.78598       876
NODE i07j09k06                  22.21233
       0.0125     1.65580      1084
       0.0375     1.75145      2044
       0.0625     1.79870       593
NODE i07j09k07                  22.23426
       0.0125     1.74287      2340
       0.0375     1.79166      1381
NODE i07j09k08                  22.24901
       0.0125     1.77879      3544
       0.0375     1.80886       177
NODE i07j09k09                  22.25874
       0.0125     1.78824      3721
NODE i07j09k10                  22.26474
       0.0125     1.79260      3721
NODE i07j10k01                  21.62335
       0.0125     1.12117        60
       0.0625     1.15089        24
       0.1125     1.16674        24
       0.1625     1.17695        16
       0.1875     1.18671        16
       0.2125     1.19365        24
       0.2375     1.20730        20
       0.2625     1.21987        32
       0.2875     1.21744        16
       0.3125     1.24082        36
       0.3375     1.25259        48
       0.3625     1.25978        32
       0.3875     1.28584        52
       0.4125     1.30161        64
       0.4375     1.33003        92
       0.4625     1.35955       108
       0.4875     1.38429       152
       0.5125     1.42443       264
       0.5375     1.48842       384
       0.5625     1.57372       488
       0.5875     1.64513       528
       0.6125     1.71057       616
       0.6375     1.76995       576
       0.6625     1.81982        45
NODE i07j10k02                  21.69868
       0.0125     1.14805        60
       0.0375     1.18065         8
       0.0625     1.18101        16
       0.0875     1.19387         8
       0.1125     1.19978        20
       0.1375     1.21018        16
       0.1625     1.22107        16
       0.1875     1.23178        32
       0.2125     1.23398        12
       0.2375     1.25675        32
       0.2625     1.26807        44
       0.2875     1.27866        32
       0.3125     1.30146        40
       0.3375     1.31817        68
       0.3625     1.34923        80
       0.3875     1.37968       100
       0.4125     1.40445       140
       0.4375     1.44995       228
       0.4625     1.50061       404
       0.4875     1.58310       528
       0.5125     1.65671       564
       0.5375     1.72106       680
       0.5625     1.77885       564
       0.5875     1.82623        29
NODE i07j10k03                  21.88769
       0.0125     1.21089        60
       0.0375     1.25091        24
       0.0625     1.27220        28
       0.0875     1.27964         8
       0.1125     1.29634        24
       0.1375     1.31324        36
       0.1625     1.32920        60
       0.1875     1.35954        72
       0.2125     1.39402        68
       0.2375     1.42644       156
       0.2625     1.48306       172
       0.2875     1.53829       344
       0.3125     1.59228       844
       0.3375     1.69156       776
       0.3625     1.75696       772
       0.3875     1.80442       277
NODE i07j10k04                  22.08857
       0.0125     1.30468        84
       0.0375     1.36406        72
       0.0625     1.42779       108
       0.0875     1.50098       236
       0.1125     1.57504       564
       0.1375     1.67129      1344
       0.1625     1.75876      1004
       0.1875     1.80564       309
NODE i07j10k05                  22.19744
       0.0125     1.56256       680
       0.0375     1.69612      1688
       0.0625     1.77531      1216
       0.0875     1.81866       137
NODE i07j10k06                  22.22310
       0.0125     1.69738      1732
       0.0375     1.77601      1828
       0.0625     1.81630       161
NODE i07j10k07                  22.23914
       0.0125     1.75609      2748
       0.0375     1.79760       973
NODE i07j10k08                  22.25106
       0.0125     1.78183      3576
       0.0375     1.81361       145
NODE i07j10k09                  22.25930
       0.0125     1.79023      3721
NODE i07j10k10                  22.26482
       0.0125     1.79509      3721
NODE i07j10k11                  22.26851
       0.0125     1.79696      3721
NODE i07j11k01                  22.23061
       0.0125     1.64783      2116
       0.0375     1.75024      1484
       0.0625     1.81213       121
NODE i07j11k02                  22.22073
       0.0125     1.61843      1608
       0.0375     1.73764      1764
       0.0625     1.79881       349
NODE i07j11k03                  22.21656
       0.0125     1.61492      1320
       0.0375     1.73360      1912
       0.0625     1.79383       489
NODE i07j11k04                  22.21940
       0.0125     1.64831      1524
       0.0375     1.75205      1856
       0.0625     1.80721       341
NODE i07j11k05                  22.22665
       0.0125     1.69631      1912
       0.0375     1.77408      1672
       0.0625     1.82480       137
NODE i07j11k06                  22.23598
       0.0125     1.73824      2492
       0.0375     1.79076      1228
NODE i07j11k07                  22.24591
       0.0125     1.76985      3284
       0.0375     1.80862       437
NODE i07j11k08                  22.25415
       0.0125     1.78425      3584
       0.0375     1.82068       137
NODE i07j11k09                  22.26065
       0.0125     1.79232      3700
       0.0375     1.82316        21
NODE i07j11k10                  22.26517
       0.0125     1.79659      3721
NODE i07j11k11                  22.26843
       0.0125     1.79915      3721
NODE i07j11k12                  22.27042
       0.0125     1.79981      3969
NODE i07j12k01                  22.26421
       0.0125     1.74165      3584
       0.0375     1.80793       137
NODE i07j12k02                  22.25765
       0.0125     1.74422      3488
       0.0375     1.80522       233
NODE i07j12k03                  22.25196
       0.0125     1.74630      3364
       0.0375     1.80181       357
NODE i07j12k04                  22.24851
       0.0125     1.74950      3248
       0.0375     1.80087       473
NODE i07j12k05                  22.24781
       0.0125     1.75763      3284
       0.0375     1.80723       437
NODE i07j12k06                  22.25014
       0.0125     1.76769      3388
       0.0375     1.81494       333
NODE i07j12k07                  22.25406
       0.0125     1.77873      3508
       0.0375     1.82352       213
NODE i07j12k08                  22.25854
       0.0125     1.78686      3584
       0.0375     1.82844       137
NODE i07j12k09                  22.26270
       0.0125     1.79359      3652
       0.0375     1.83004        69
NODE i07j12k10                  22.26614
       0.0125     1.79775      3708
       0.0375     1.82809        13
NODE i07j12k11                  22.26829
       0.0125     1.80042      3969
NODE i07j12k12                  22.27035
       0.0125     1.80144      3969
NODE i07j12k13                  22.27154
       0.0125     1.80201      4225
NODE i07j13k01                  22.27955
       0.0125     1.74563      3660
       0.0375     1.81222        61
NODE i07j13k02                  22.27542
       0.0125     1.75432      3640
       0.0375     1.82115        81
NODE i07j13k03                  22.27167
       0.0125     1.76068      3620
       0.0375     1.82600       101
NODE i07j13k04                  22.26738
       0.0125     1.76675      3584
       0.0375     1.83143       137
NODE i07j13k05                  22.26418
       0.0125     1.77250      3576
       0.0375     1.83284       145
NODE i07j13k06                  22.26268
       0.0125     1.77749      3560
       0.0375     1.83517       161
NODE i07j13k07                  22.26265
       0.0125     1.78374      3572
       0.0375     1.83635       149
NODE i07j13k08                  22.26391
       0.0125     1.78949      3584
       0.0375     1.83796       137
NODE i07j13k09                  22.26574
       0.0125     1.79427      3612
       0.0375     1.83645       109
NODE i07j13k10                  22.26769
       0.0125     1.79819      3632
       0.0375     1.83358        89
NODE i07j13k11                  22.26901
       0.0125     1.80066      3924
       0.0375     1.82930        45
NODE i07j13k12                  22.27050
       0.0125     1.80254      3969
NODE i07j13k13                  22.27149
       0.0125     1.80311      4225
NODE i07j13k14                  22.27236
       0.0125     1.80306      4489
NODE i07j14k01                  22.28557
       0.0125     1.74118      3880
       0.0375     1.80797        89
NODE i07j14k02                  22.28353
       0.0125     1.74777      3872
       0.0375     1.81318        97
NODE i07j14k03                  22.28039
       0.0125     1.75713      3860
       0.0375     1.82437       109
NODE i07j14k04                  22.27772
       0.0125     1.76408      3840
       0.0375     1.82952       129
NODE i07j14k05                  22.27477
       0.0125     1.77256      3584
       0.0375     1.83936       137
NODE i07j14k06                  22.27208
       0.0125     1.77934      3576
       0.0375     1.84026       145
NODE i07j14k07                  22.27031
       0.0125     1.78458      3560
       0.0375     1.84328       161
NODE i07j14k08                  22.26932
       0.0125     1.79002      3552
       0.0375     1.84279       169
NODE i07j14k09                  22.26938
       0.0125     1.79408      3560
       0.0375     1.84092       161
NODE i07j14k10                  22.26942
       0.0125     1.79781      3824
       0.0375     1.83753       145
NODE i07j14k11                  22.27030
       0.0125     1.80030      3832
       0.0375     1.83361       137
NODE i07j14k12                  22.27104
       0.0125     1.80267      3872
       0.0375     1.82770        97
NODE i07j14k13                  22.27171
       0.0125     1.80358      4225
NODE i07j14k14                  22.27219
       0.0125     1.80444      4489
NODE i07j14k15                  22.27280
       0.0125     1.80392      4761
NODE i07j15k03                  22.28660
       0.0125     1.74443      4080
       0.0375     1.80561       145
NODE i07j15k04                  22.28403
       0.0125     1.75356      4064
       0.0375     1.81717       161
NODE i07j15k05                  22.28120
       0.0125     1.76366      3792
       0.0375     1.82681       176
NODE i07j15k06                  22.27874
       0.0125     1.77160      3784
       0.0375     1.82927       164
       0.0625     1.86388        21
NODE i07j15k07                  22.27613
       0.0125     1.77961      3756
       0.0375     1.83328       184
       0.0625     1.86943        29
NODE i07j15k08                  22.27413
       0.0125     1.78618      3748
       0.0375     1.83586       184
       0.0625     1.87083        37
NODE i07j15k09                  22.27294
       0.0125     1.79107      3748
       0.0375     1.83706       184
       0.0625     1.86770        37
NODE i07j15k10                  22.27219
       0.0125     1.79558      3748
       0.0375     1.83634       196
       0.0625     1.86196        25
NODE i07j15k11                  22.27202
       0.0125     1.79887      3748
       0.0375     1.83423       216
       0.0625     1.85344         5
NODE i07j15k12                  22.27197
       0.0125     1.80136      4032
       0.0375     1.83106       193
NODE i07j15k13                  22.27225
       0.0125     1.80304      4080
       0.0375     1.82426       145
NODE i07j15k14                  22.27247
       0.0125     1.80420      4489
NODE i07j15k15                  22.27270
       0.0125     1.80456      5041
NODE i07j16k04                  22.28750
       0.0125     1.74442      4568
       0.0375     1.80377       184
       0.0625     1.84147         9
NODE i07j16k05                  22.28569
       0.0125     1.75128      4540
       0.0375     1.80733       200
       0.0625     1.84629        21
NODE i07j16k06                  22.28305
       0.0125     1.76137      4248
       0.0375     1.81350       196
       0.0625     1.85248        45
NODE i07j16k07                  22.28094
       0.0125     1.76900      4228
       0.0375     1.81739       200
       0.0625     1.85752        61
NODE i07j16k08                  22.27853
       0.0125     1.77798      3948
       0.0375     1.82427       208
       0.0625     1.86293        69
NODE i07j16k09                  22.27654
       0.0125     1.78513      3932
       0.0375     1.82531       204
       0.0625     1.86127        89
NODE i07j16k10                  22.27504
       0.0125     1.79092      3924
       0.0375     1.82661       212
       0.0625     1.85838        89
NODE i07j16k11                  22.27398
       0.0125     1.79570      3920
       0.0375     1.82880       236
       0.0625     1.85418        69
NODE i07j16k12                  22.27339
       0.0125     1.79871      4184
       0.0375     1.82866       260
       0.0625     1.84475        45
NODE i07j16k13                  22.27302
       0.0125     1.80166      4196
       0.0375     1.82506       293
NODE i07j16k14                  22.27298
       0.0125     1.80303      4548
       0.0375     1.82014       213
NODE i07j16k15                  22.27290
       0.0125     1.80429      5329
NODE i07j16k16                  22.27303
       0.0125     1.80465      5929
NODE i07j17k06                  22.28751
       0.0125     1.74584      5980
       0.0375     1.79706       212
       0.0625     1.84072        49
NODE i07j17k07                  22.28509
       0.0125     1.75534      5636
       0.0375     1.80187       224
       0.0625     1.84753        69
NODE i07j17k08                  22.28247
       0.0125     1.76553      5300
       0.0375     1.80817       228
       0.0625     1.84854        97
NODE i07j17k09                  22.28036
       0.0125     1.77368      4980
       0.0375     1.81132       228
       0.0625     1.85084       121
NODE i07j17k10                  22.27819
       0.0125     1.78214      4656
       0.0375     1.81482       248
       0.0625     1.85007       137
NODE i07j17k11                  22.27642
       0.0125     1.78906      4620
       0.0375     1.81812       284
       0.0625     1.84779       137
NODE i07j17k12                  22.27528
       0.0125     1.79370      4604
       0.0375     1.81996       316
       0.0625     1.84251       121
NODE i07j17k13                  22.27437
       0.0125     1.79783      4604
       0.0375     1.82093       368
       0.0625     1.83660        69
NODE i07j17k14                  22.27386
       0.0125     1.80040      4928
       0.0375     1.81963       401
NODE i07j17k15                  22.27343
       0.0125     1.80265      5688
       0.0375     1.81654       241
NODE i07j17k16                  22.27331
       0.0125     1.80379      6561
NODE i07j17k17                  22.27319
       0.0125     1.80470      7921
NODE i07j18k07                  22.28794
       0.0125     1.74459      8700
       0.0375     1.79074       236
       0.0625     1.83829        89
NODE i07j18k08                  22.28625
       0.0125     1.75135      8300
       0.0375     1.79327       240
       0.0625     1.83912       109
NODE i07j18k09                  22.28376
       0.0125     1.76136      7536
       0.0375     1.79842       248
       0.0625     1.84208       137
NODE i07j18k10                  22.28182
       0.0125     1.76924      6788
       0.0375     1.80304       292
       0.0625     1.83984       144
NODE i07j18k11                  22.27953
       0.0125     1.77840      6400
       0.0375     1.80640       312
       0.0625     1.83971       177
NODE i07j18k12                  22.27763
       0.0125     1.78590      6044
       0.0375     1.81123       340
       0.0625     1.83703       177
NODE i07j18k13                  22.27626
       0.0125     1.79161      5688
       0.0375     1.81401       416
       0.0625     1.83328       137
NODE i07j18k14                  22.27520
       0.0125     1.79591      6008
       0.0375     1.81591       508
       0.0625     1.82898        45
NODE i07j18k15                  22.27445
       0.0125     1.79924      6424
       0.0375     1.81519       465
NODE i07j18k16                  22.27390
       0.0125     1.80185      7392
       0.0375     1.81338       177
NODE i07j18k17                  22.27361
       0.0125     1.80324      9025
NODE i07j18k18                  22.27341
       0.0125     1.80421     11025
NODE i07j19k09                  22.28785
       0.0125     1.74505     15224
       0.0375     1.78521       264
       0.0625     1.83251       137
NODE i07j19k10                  22.28506
       0.0125     1.75635     13232
       0.0375     1.79087       296
       0.0625     1.83293       160
NODE i07j19k11                  22.28274
       0.0125     1.76577     11804
       0.0375     1.79642       340
       0.0625     1.83251       176
NODE i07j19k12                  22.28094
       0.0125     1.77313     10456
       0.0375     1.79960       384
       0.0625     1.83111       185
NODE i07j19k13                  22.27883
       0.0125     1.78171      9572
       0.0375     1.80503       452
       0.0625     1.82843       177
NODE i07j19k14                  22.27710
       0.0125     1.78901      8744
       0.0375     1.80920       556
       0.0625     1.82584       109
NODE i07j19k15                  22.27601
       0.0125     1.79340      9172
       0.0375     1.81119       629
NODE i07j19k16                  22.27497
       0.0125     1.79777      9764
       0.0375     1.81145       437
NODE i07j19k17                  22.27440
       0.0125     1.80022     11449
NODE i07j19k18                  22.27384
       0.0125     1.80255     13689
NODE i07j20k10                  22.28815
       0.0125     1.74340     28760
       0.0375     1.78097       312
       0.0625     1.82500       168
NODE i07j20k11                  22.28667
       0.0125     1.74954     27380
       0.0375     1.78500       332
       0.0625     1.82429       172
       0.0875     1.84757         5
NODE i07j20k12                  22.28424
       0.0125     1.75957     24056
       0.0375     1.78967       400
       0.0625     1.82457       193
NODE i07j20k13                  22.28190
       0.0125     1.76923     20360
       0.0375     1.79535       480
       0.0625     1.82202       185
NODE i07j20k14                  22.28003
       0.0125     1.77695     18052
       0.0375     1.79998       572
       0.0625     1.82028       145
NODE i07j20k15                  22.27813
       0.0125     1.78481     16436
       0.0375     1.80491       704
       0.0625     1.81851        21
NODE i07j20k16                  22.27674
       0.0125     1.79060     16012
       0.0375     1.80657       629
NODE i07j20k17                  22.27563
       0.0125     1.79525     16884
       0.0375     1.80751       277
NODE i07j20k18                  22.27480
       0.0125     1.79867     19321
NODE i07j21k12                  22.28823
       0.0125     1.74227     59456
       0.0375     1.77847       384
       0.0625     1.81744       185
NODE i07j21k13                  22.28541
       0.0125     1.75397     51768
       0.0375     1.78518       488
       0.0625     1.81507       185
NODE i07j21k14                  22.28342
       0.0125     1.76237     46364
       0.0375     1.78994       564
       0.0625     1.81382       161
NODE i07j21k15                  22.28128
       0.0125     1.77148     39632
       0.0375     1.79623       708
       0.0625     1.81321        61
NODE i07j21k16                  22.27917
       0.0125     1.78042     34996
       0.0375     1.79965       725
NODE i07j21k17                  22.27755
       0.0125     1.78717     33000
       0.0375     1.80233       489
NODE i07j21k18                  22.27635
       0.0125     1.79222     32761
NODE i07j22k13                  22.28835
       0.0125     1.74131    126776
       0.0375     1.77711       488
       0.0625     1.80728       185
NODE i07j22k14                  22.28720
       0.0125     1.74604    121084
       0.0375     1.77922       540
       0.0625     1.80670       177
NODE i07j22k15                  22.28472
       0.0125     1.75630    107464
       0.0375     1.78646       708
       0.0625     1.80586        69
NODE i07j22k16                  22.28235
       0.0125     1.76627     91060
       0.0375     1.79126       749
NODE i07j22k17                  22.28042
       0.0125     1.77450     80632
       0.0375     1.79475       593
NODE i07j22k18                  22.27849
       0.0125     1.78285     72352
       0.0375     1.79870         9
NODE i07j23k15                  22.28748
       0.0125     1.74460    266528
       0.0375     1.77896       732
       0.0625     1.79895        29
NODE i07j23k16                  22.28606
       0.0125     1.75046    250252
       0.0375     1.78136       749
NODE i07j23k17                  22.28350
       0.0125     1.76107    215656
       0.0375     1.78615       569
NODE i07j23k18                  22.28158
       0.0125     1.76916    189088
       0.0375     1.78999       137
NODE i07j24k17                  22.28676
       0.0125     1.74741    563448
       0.0375     1.77683       553
NODE i07j24k18                  22.28498
       0.0125     1.75477    516784
       0.0375     1.78100       177
NODE i07j25k18                  22.28783
       0.0125     1.74289   1292769
NODE i08j08k01                  18.78033
       0.0125     1.11496        60
       0.1625     1.12907         8
       0.2125     1.13129        16
       0.3625     1.13555         8
       0.3875     1.13879         8
       0.4125     1.14023         8
       0.5375     1.14181         8
       0.5875     1.14595         8
       0.6125     1.14904         8
       0.6375     1.15005         8
       0.7125     1.14818         8
       0.7625     1.15298         8
       0.7875     1.15695         8
       0.8125     1.15978        12
       0.8625     1.15473         8
       0.9125     1.16020         8
       0.9625     1.16484         8
       0.9875     1.16856         8
       1.0125     1.16605        16
       1.0875     1.16755         8
       1.1375     1.17292         8
       1.1625     1.17265        16
       1.1875     1.18044        12
       1.2125     1.17506         8
       1.2875     1.17792        16
       1.3125     1.18643         8
       1.3375     1.19023         8
       1.3625     1.18763        16
       1.4125     1.18544        16
       1.4625     1.19570         8
       1.4875     1.19015         8
       1.5125     1.20033        24
       1.5625     1.19819         8
       1.6125     1.19772        24
       1.6375     1.21071         8
       1.6625     1.21469         8
       1.6875     1.21146        16
       1.7125     1.20292        16
       1.7375     1.21481         8
       1.7875     1.21835        16
       1.8125     1.21268        24
       1.8375     1.22837        12
       1.8625     1.22455         8
       1.8875     1.21840        16
       1.9125     1.22607        16
       1.9375     1.23801         8
       1.9625     1.23766        32
       1.9875     1.22986        16
       2.0125     1.23346        16
       2.0625     1.24414        24
       2.0875     1.24097        24
       2.1125     1.25617        20
       2.1375     1.23709        16
       2.1625     1.25390        24
       2.1875     1.24224        16
NODE i08j08k02                  19.73231
       0.0125     1.12526        60
       0.1375     1.14365         8
       0.1625     1.14429         8
       0.1875     1.14743         8
       0.3125     1.15304         8
       0.3375     1.15426         8
       0.3625     1.15689        12
       0.4375     1.16025         8
       0.4875     1.16457         8
       0.5125     1.16923        16
       0.5875     1.16753         8
       0.6375     1.17277         8
       0.6625     1.17926         8
       0.6875     1.18276        12
       0.7125     1.17669         8
       0.7625     1.18119         8
       0.7875     1.18861         8
       0.8125     1.19510         8
       0.8375     1.19022        16
       0.8875     1.19145         8
       0.9375     1.19815         8
       0.9625     1.20565        24
       1.0125     1.20085         8
       1.0625     1.20534        16
       1.0875     1.21647         8
       1.1125     1.22095        24
       1.1625     1.21494        16
       1.1875     1.22914         8
       1.2125     1.21944         8
       1.2375     1.23314        28
       1.2625     1.23005         8
       1.3125     1.22932        24
       1.3375     1.24728         8
       1.3625     1.25156        24
       1.3875     1.23567        16
       1.4125     1.25238         8
       1.4375     1.26074         8
       1.4625     1.24997        32
       1.4875     1.27012        12
       1.5125     1.26521         8
       1.5375     1.25977        32
       1.5625     1.28218         8
       1.5875     1.28250        32
       1.6125     1.26941        16
       1.6375     1.27477        16
       1.6625     1.28948        24
       1.6875     1.29403        32
       1.7125     1.28234        28
       1.7375     1.30186        24
       1.7625     1.28991        24
       1.7875     1.31497        48
       1.8125     1.29683        24
       1.8375     1.30882        48
       1.8625     1.29449        36
       1.8875     1.34379        36
       1.9125     1.34052        32
       1.9375     1.33088        24
       1.9625     1.34850        72
       1.9875     1.34571        36
       2.0125     1.37289        32
       2.0375     1.38565        44
       2.0625     1.37736        40
       2.0875     1.38532        52
       2.1125     1.40689        40
       2.1375     1.41820        40
       2.1625     1.41634        40
       2.1875     1.43373        64
NODE i08j08k03                  20.80841
       0.0125     1.15371        60
       0.1125     1.18206        16
       0.1375     1.18441         8
       0.2125     1.19010         8
       0.2375     1.19823         8
       0.2625     1.20102        12
       0.3375     1.20221         8
       0.3625     1.21326        16
       0.3875     1.21793         8
       0.4125     1.21267         8
       0.4625     1.22670        16
       0.4875     1.23506        12
       0.5125     1.22364         8
       0.5375     1.23578         8
       0.5625     1.24483         8
       0.5875     1.25021        24
       0.6375     1.24824         8
       0.6625     1.25860         8
       0.6875     1.26702        28
       0.7125     1.26217         8
       0.7375     1.26544        16
       0.7625     1.28731        16
       0.7875     1.28503        16
       0.8125     1.27928        16
       0.8375     1.29893         8
       0.8625     1.30951        36
       0.8875     1.30304         8
       0.9125     1.30126        24
       0.9375     1.33165        32
       0.9625     1.31378        24
       0.9875     1.34742         8
       1.0125     1.33342        44
       1.0375     1.35008         8
       1.0625     1.34785        40
       1.0875     1.36774        40
       1.1125     1.36815        32
       1.1375     1.38441        52
       1.1625     1.40124        40
       1.1875     1.40741        48
       1.2125     1.40464        56
       1.2375     1.42588        64
       1.2625     1.43941        72
       1.2875     1.47016        64
       1.3125     1.45962        92
       1.3375     1.51102        68
       1.3625     1.51375       108
       1.3875     1.55675        72
       1.4125     1.56798        96
       1.4375     1.60750       104
       1.4625     1.63810       112
       1.4875     1.67140       132
       1.5125     1.71491       144
       1.5375     1.76255       168
       1.5625     1.82328       200
       1.5875     1.88614       228
       1.6125     1.94997       268
       1.6375     2.00408       292
       1.6625     2.04072       316
       1.6875     2.06743       277
NODE i08j08k04                  21.76166
       0.0125     1.24954        60
       0.0625     1.29580        24
       0.1125     1.31146         8
       0.1375     1.32355        20
       0.1625     1.32986         8
       0.1875     1.35045        24
       0.2125     1.34867         8
       0.2375     1.37322        28
       0.2625     1.36787         8
       0.2875     1.40161        32
       0.3125     1.39519        16
       0.3375     1.43242        36
       0.3625     1.43290        16
       0.3875     1.45761        40
       0.4125     1.48301        52
       0.4375     1.49869        48
       0.4625     1.51165        56
       0.4875     1.55945        76
       0.5125     1.58417        88
       0.5375     1.63115       124
       0.5625     1.67263       164
       0.5875     1.72334       264
       0.6125     1.79353       360
       0.6375     1.88422       380
       0.6625     1.94888       400
       0.6875     1.99428       432
       0.7125     2.03151       508
       0.7375     2.06400       441
NODE i08j08k05                  22.30475
       0.0125     1.50206        84
       0.0375     1.58565        72
       0.0625     1.68207       100
       0.0875     1.75598       184
       0.1125     1.83807       396
       0.1375     1.91360      1016
       0.1625     2.00728       828
       0.1875     2.05115       856
       0.2125     2.07560       185
NODE i08j08k06                  22.43577
       0.0125     1.89678       728
       0.0375     2.00230      1580
       0.0625     2.05741      1324
       0.0875     2.07874        89
NODE i08j09k01                  20.31242
       0.0125     1.09548        60
       0.1375     1.11370        16
       0.1625     1.11581         8
       0.2625     1.12002         8
       0.2875     1.12516         8
       0.3125     1.12578        12
       0.3875     1.12829         8
       0.4125     1.13367         8
       0.4375     1.13730         8
       0.4625     1.13868         8
       0.5125     1.13588         8
       0.5375     1.14299         8
       0.5625     1.14693         8
       0.5875     1.15149        12
       0.6125     1.14448         8
       0.6625     1.15180         8
       0.6875     1.15749         8
       0.7125     1.16237        24
       0.7625     1.16153         8
       0.7875     1.16759         8
       0.8125     1.16776        16
       0.8375     1.17731        12
       0.8625     1.17092         8
       0.9125     1.17418        16
       0.9375     1.18819        16
       0.9625     1.18740        16
       0.9875     1.18394        16
       1.0375     1.19833        24
       1.0625     1.20868        20
       1.0875     1.20101         8
       1.1125     1.20571        16
       1.1375     1.20657        16
       1.1625     1.22338        24
       1.1875     1.21043        24
       1.2375     1.22790        32
       1.2625     1.23661        28
       1.2875     1.21937         8
       1.3125     1.23520        24
       1.3375     1.25505        40
       1.3625     1.24681        24
       1.3875     1.25281        16
       1.4125     1.25803        40
       1.4375     1.28030        20
       1.4625     1.26924        40
       1.4875     1.27874        32
       1.5125     1.27993        56
       1.5375     1.29788        48
       1.5625     1.28080        44
       1.5875     1.31488        60
       1.6125     1.32092        32
       1.6375     1.32699        72
       1.6625     1.33834        44
       1.6875     1.35118        56
       1.7125     1.36510        60
       1.7375     1.37823        60
       1.7625     1.39356        48
       1.7875     1.40391        64
       1.8125     1.42269        72
       1.8375     1.44501        72
       1.8625     1.45933        68
       1.8875     1.48437        84
       1.9125     1.50367        84
       1.9375     1.53493        88
       1.9625     1.56142        88
       1.9875     1.59188       124
       2.0125     1.63629       112
       2.0375     1.67941       136
       2.0625     1.73464       160
       2.0875     1.78970       168
       2.1125     1.86735       256
       2.1375     1.94897       276
       2.1625     2.00575       276
       2.1875     2.04154       233
NODE i08j09k02                  20.86474
       0.0125     1.12000        60
       0.1125     1.14295        16
       0.1375     1.14634         8
       0.2125     1.15303         8
       0.2375     1.15589         8
       0.2625     1.15910        12
       0.3125     1.16303         8
       0.3375     1.16838         8
       0.3625     1.17430        16
       0.4125     1.17225         8
       0.4375     1.17982         8
       0.4625     1.18640         8
       0.4875     1.19125        12
       0.5125     1.18296         8
       0.5375     1.19067         8
       0.5625     1.20304        16
       0.5875     1.20151        16
       0.6125     1.20289         8
       0.6375     1.21192         8
       0.6625     1.21282        16
       0.6875     1.22582        12
       0.7125     1.21584         8
       0.7375     1.22592        24
       0.7625     1.24239        24
       0.7875     1.22608         8
       0.8125     1.24597        16
       0.8375     1.25866        24
       0.8625     1.25425        20
