node_key,M_BE_Msun,M_reported_Msun,M_corrected_3axis_Msun,M_corrected_4axis_Msun,theta_BE_arcsec,bounded_3axis,bounded_4axis
410002,0.379425,0.339608438804429,0.4691952672475807,0.3970676850105972,26.77,0,0
410003,0.37935,0.3230164244037534,0.4371874171360399,0.3761195723448801,22.50,0,0
410004,0.379531,0.3179368419352608,0.4501058538193776,0.3645909428550808,19.14,0,0
410005,0.3794,0.333407047139729,0.4920133969163908,0.3850396390470451,19.13,0,0
410006,0.379233,0.33836184847631334,0.49371924403020095,0.3952236524507447,22.98,0,0
410007,0.379491,0.3296267193553621,0.5101584371984582,0.3961262293056634,31.58,0,0
410008,0.379422,0.29684182354004846,0.5324675669294092,0.37611302769135535,47.36,0,0
411003,0.5826,0.5020412376257639,0.7265052881062467,0.5953592790335217,38.45,0,0
411004,0.582558,0.510616405666647,0.701570365482063,0.6010085385468965,32.41,0,0
411005,0.582553,0.45737956045728806,0.6649665368010713,0.5346568884195371,28.08,0,0
411006,0.582605,0.4916782776096485,0.7118645612007058,0.577178013247124,29.27,0,0
411007,0.582331,0.48771685016442823,0.7458848144846905,0.5793908941033739,36.29,0,0
411008,0.582579,0.4802615985128394,0.8472463090317416,0.6164055484627954,50.78,0,0
412003,0.894329,0.6990504488307475,0.9537072922184037,0.8872571346384655,62.91,0,0
412004,0.894638,0.836984213604614,1.2223251596162925,1.0450519687811668,56.25,0,0
412005,0.894544,0.8717624771885837,1.2210985887986288,1.0539902880513718,46.53,0,0
412006,0.894486,0.7132446185299798,1.0095596364760664,0.8429649727521998,41.83,0,0
412007,0.894381,0.7134556427138596,0.9942033146859494,0.8485396489289937,45.30,0,0
412008,0.894166,0.7439696136067795,1.146169182029386,0.9381877862412146,57.58,0,0
413004,1.37364,0.8085298653529114,1.1514301763381944,1.1816788281380723,91.73,0,0
413005,1.37362,0.946040765320453,1.370700388122917,1.3296495711030383,79.93,0,0
413006,1.37338,1.1517637302507442,1.6001868701250537,1.4977140264493598,67.07,0,0
413007,1.37307,1.0630855832647461,1.4719448132442794,1.3533053510735662,63.04,0,0
